Country,Animal,Year,Value,Log_Value
MK,Bovines,2020 ,222.0,7.794415866350106
MK,DairyCows,2020 ,108.0,6.754887502163468
MK,Pigs,2021 ,186.0,7.539158811108031
MK,Sheep,2021 ,633.0,9.306061689428342
MK,Bovines,2021 ,178.0,7.475733430966398
MK,DairyCows,2021 ,98.0,6.614709844115208
MK,Pigs,2022 ,182.0,7.507794640198696
MK,Sheep,2022 ,646.0,9.335390354693924
MK,Bovines,2022 ,165.0,7.366322214245816
MK,DairyCows,2022 ,100.0,6.643856189774724
MT,Pigs,2012 ,45.21,5.498570012544255
MT,Sheep,2012 ,11.7,3.548436624696042
MT,Bovines,2012 ,15.59,3.96254902292306
MT,DairyCows,2012 ,6.32,2.6599245584023783
MT,Pigs,2013 ,49.45,5.627898615871748
MT,Sheep,2013 ,10.93,3.4502214958971797
MT,Bovines,2013 ,15.22,3.927896453728821
MT,DairyCows,2013 ,6.33,2.6622054996536164
MT,Pigs,2014 ,47.47,5.568944144654707
MT,Sheep,2014 ,10.53,3.396433531250992
MT,Bovines,2014 ,14.88,3.8953026213333066
MT,DairyCows,2014 ,6.5,2.700439718141092
MT,Pigs,2015 ,43.63,5.4472485686017755
MT,Sheep,2015 ,11.08,3.4698859762744636
MT,Bovines,2015 ,15.02,3.9088129077395473
MT,DairyCows,2015 ,6.37,2.6712933724815757
MT,Pigs,2016 ,40.6,5.343407822297814
MT,Sheep,2016 ,11.52,3.526068811667588
MT,Bovines,2016 ,14.36,3.8439838440483265
MT,DairyCows,2016 ,6.5,2.700439718141092
MT,Pigs,2017 ,34.01,5.087887100933117
MT,Sheep,2017 ,11.74,3.5533605033353277
MT,Bovines,2017 ,14.18,3.8257856274647914
MT,DairyCows,2017 ,6.14,2.6182386555954547
MT,Pigs,2018 ,36.29,5.1815001517046095
MT,Sheep,2018 ,13.17,3.71918344048179
MT,Bovines,2018 ,14.12,3.8196681834964554
MT,DairyCows,2018 ,6.23,2.6392321632492775
MT,Pigs,2019 ,35.48,5.148934104526339
MT,Sheep,2019 ,13.16,3.718087583960517
MT,Bovines,2019 ,14.0,3.807354922057604
MT,DairyCows,2019 ,6.12,2.613531652917927
MT,Pigs,2020 ,40.09,5.325170512376046
MT,Sheep,2020 ,13.15,3.71699089440494
MT,Bovines,2020 ,14.29,3.8369340113210915
MT,DairyCows,2020 ,6.06,2.599317793698226
MT,Pigs,2021 ,40.05,5.323730337521348
MT,Sheep,2021 ,12.73,3.6701605141266334
MT,Bovines,2021 ,14.02,3.8094144442358986
MT,DairyCows,2021 ,5.87,2.5533605033353277
MT,Pigs,2022 ,29.55,4.88508622529017
MT,Sheep,2022 ,14.47,3.854993016757
MT,Bovines,2022 ,14.2,3.8278190246173196
MT,DairyCows,2022 ,6.12,2.613531652917927
MT,Pigs,2023 ,35.79,5.161484638641659
MT,Sheep,2023 ,13.99,3.8063240573900288
MT,Bovines,2023 ,14.23,3.8308637567517576
MT,DairyCows,2023 ,5.93,2.568032104771279
NL,Pigs,2012 ,12104.0,13.563196272216738
NL,Sheep,2012 ,1093.0,10.094077685671905
NL,Bovines,2012 ,3985.0,11.960364008877834
NL,DairyCows,2012 ,1541.0,10.589651146514786
NL,Pigs,2013 ,12013.0,13.552308859040332
NL,Sheep,2013 ,1074.0,10.068778277985412
NL,Bovines,2013 ,4090.0,11.997885127829111
NL,DairyCows,2013 ,1597.0,10.641148597411233
NL,Pigs,2014 ,12065.0,13.558540295103114
NL,Sheep,2014 ,1070.0,10.06339508128851
NL,Bovines,2014 ,4169.0,12.025485656808389
NL,DairyCows,2014 ,1610.0,10.65284497300198
NL,Pigs,2015 ,12453.0,13.604205717324763
NL,Sheep,2015 ,1032.0,10.011227255423254
NL,Bovines,2015 ,4315.0,12.075144844066317
NL,DairyCows,2015 ,1717.0,10.745674324002135
NL,Pigs,2016 ,11881.0,13.536368649553852
NL,Sheep,2016 ,1040.0,10.022367813028454
NL,Bovines,2016 ,4294.0,12.068106475858773
NL,DairyCows,2016 ,1794.0,10.80896417491926
NL,Pigs,2017 ,12296.0,13.585901449690772
NL,Sheep,2017 ,1015.0,9.987264012072538
NL,Bovines,2017 ,4030.0,11.97656412341533
NL,DairyCows,2017 ,1665.0,10.701306461958625
NL,Pigs,2018 ,11909.0,13.539764654580962
NL,Sheep,2018 ,743.0,9.537218400538595
NL,Bovines,2018 ,3690.0,11.849405100947758
NL,DairyCows,2018 ,1552.0,10.599912842187127
NL,Pigs,2019 ,11921.0,13.541217641736147
NL,Sheep,2019 ,758.0,9.566054038171092
NL,Bovines,2019 ,3721.0,11.861474675125773
NL,DairyCows,2019 ,1590.0,10.634811050171718
NL,Pigs,2020 ,11541.0,13.494480615017771
NL,Sheep,2020 ,710.0,9.471675214392045
NL,Bovines,2020 ,3691.0,11.84979602224561
NL,DairyCows,2020 ,1569.0,10.615629636968098
NL,Pigs,2021 ,10872.0,13.40832974076739
NL,Sheep,2021 ,729.0,9.509775004326936
NL,Bovines,2021 ,3705.0,11.855257827193196
NL,DairyCows,2021 ,1554.0,10.60177078840771
NL,Pigs,2022 ,10706.0,13.386131937314994
NL,Sheep,2022 ,723.0,9.497851836951117
NL,Bovines,2022 ,3751.0,11.87305954766147
NL,DairyCows,2022 ,1570.0,10.61654884377899
NL,Pigs,2023 ,10471.0,13.354111608460832
NL,Sheep,2023 ,662.0,9.370687406807217
NL,Bovines,2023 ,3723.0,11.862249900851513
NL,DairyCows,2023 ,1546.0,10.594324603924848
PL,Pigs,2012 ,11132.18,13.442448520946401
PL,Sheep,2012 ,218.51,7.771555495222716
PL,Bovines,2012 ,5520.35,12.430544023994665
PL,DairyCows,2012 ,2346.1,11.196048792670187
PL,Pigs,2013 ,10994.4,13.424481253351802
PL,Bovines,2013 ,5589.54,12.448513843754577
PL,DairyCows,2013 ,2299.08,11.166840952368991
PL,Pigs,2014 ,11265.65,13.45964293544175
PL,Bovines,2014 ,5660.27,12.46665515721933
PL,DairyCows,2014 ,2247.8,11.13429796085958
PL,Pigs,2015 ,10590.2,13.370442214987685
PL,Sheep,2015 ,221.19,7.789142352578243
PL,Bovines,2015 ,5762.5,12.492479130204062
PL,DairyCows,2015 ,2134.1,11.059412064443888
PL,Pigs,2016 ,11106.7,13.439142609342307
PL,Bovines,2016 ,5970.2,12.54356354683477
PL,DairyCows,2016 ,2129.9,11.05656998136165
PL,Pigs,2017 ,11908.2,13.539667736720496
PL,Bovines,2017 ,6035.7,12.559305384219808
PL,DairyCows,2017 ,2152.9,11.072065594016458
PL,Pigs,2018 ,11027.7,13.42884430514772
PL,Bovines,2018 ,6183.3,12.594161288321652
PL,DairyCows,2018 ,2214.1,11.112504667687634
PL,Pigs,2019 ,11215.5,13.453206318425792
PL,Sheep,2019 ,268.54,8.068993188613083
PL,Bovines,2019 ,6261.6,12.612315634651246
PL,DairyCows,2019 ,2166.9,11.081416860874949
PL,Pigs,2020 ,11727.4,13.517595578518566
PL,Bovines,2020 ,6278.9,12.61629612028425
PL,DairyCows,2020 ,2125.7,11.053722288374022
PL,Pigs,2021 ,10242.4,13.322266186918958
PL,Bovines,2021 ,6378.7,12.639046712624479
PL,DairyCows,2021 ,2035.2,10.990954860396993
PL,Pigs,2022 ,9624.25,13.232458403181452
PL,Sheep,2022 ,266.37,8.057287797377613
PL,Bovines,2022 ,6448.29,12.654700912546849
PL,DairyCows,2022 ,2037.28,10.992428559934366
PL,Pigs,2023 ,9769.7,13.254098546430225
PL,Bovines,2023 ,6435.52,12.651841009815403
PL,DairyCows,2023 ,2068.76,11.014550570317551
PT,Pigs,2012 ,2024.12,10.983079107437884
PT,Sheep,2012 ,2091.7,11.030460233977175
PT,Bovines,2012 ,1497.55,10.548388456990217
PT,DairyCows,2012 ,236.56,7.886062338345599
PT,Pigs,2013 ,2014.38,10.976120148941634
PT,Sheep,2013 ,2073.65,11.017956694784674
PT,Bovines,2013 ,1470.5,10.522091068887065
PT,DairyCows,2013 ,230.84,7.850749425896496
PT,Pigs,2014 ,2126.91,11.05454327174498
PT,Sheep,2014 ,2032.62,10.989124812015012
PT,Bovines,2014 ,1548.61,10.59675814802219
PT,DairyCows,2014 ,233.83,7.8693162268927
PT,Pigs,2015 ,2247.33,11.133996271399347
PT,Sheep,2015 ,2042.61,10.996198058103452
PT,Bovines,2015 ,1605.86,10.649130407835042
PT,DairyCows,2015 ,243.26,7.926355302710696
PT,Pigs,2016 ,2151.16,11.07089911887071
PT,Sheep,2016 ,2248.52,11.13476000112287
PT,Bovines,2016 ,1635.01,10.675083744181341
PT,DairyCows,2016 ,238.91,7.900323431381745
PT,Pigs,2017 ,2165.31,11.080357870097489
PT,Sheep,2017 ,2224.69,11.11938860203492
PT,Bovines,2017 ,1670.02,10.705649665042877
PT,DairyCows,2017 ,238.63,7.898631616422826
PT,Pigs,2018 ,2205.05,11.106595654247242
PT,Sheep,2018 ,2207.79,11.108387237409126
PT,Bovines,2018 ,1632.42,10.67279657601645
PT,DairyCows,2018 ,235.47,7.879399455098121
PT,Pigs,2019 ,2255.87,11.139468215980694
PT,Sheep,2019 ,2219.78,11.116200984374085
PT,Bovines,2019 ,1674.97,10.709919540686933
PT,DairyCows,2019 ,234.23,7.8717820567300745
PT,Pigs,2020 ,2251.97,11.13697189310176
PT,Sheep,2020 ,2303.72,11.169749663265536
PT,Bovines,2020 ,1691.32,10.723933930061525
PT,DairyCows,2020 ,232.75,7.862637357558794
PT,Pigs,2021 ,2221.02,11.117006668889125
PT,Sheep,2021 ,2237.97,11.127974981771159
PT,Bovines,2021 ,1640.65,10.680051786085148
PT,DairyCows,2021 ,230.02,7.845615497232954
PT,Pigs,2022 ,2183.32,11.092307880212722
PT,Sheep,2022 ,2269.28,11.148018914689974
PT,Bovines,2022 ,1579.14,10.624923364886346
PT,DairyCows,2022 ,221.54,7.791423396869357
PT,Pigs,2023 ,2174.82,11.086680285231019
PT,Sheep,2023 ,2081.93,11.023705846887028
PT,Bovines,2023 ,1527.72,10.577164435609362
PT,DairyCows,2023 ,218.84,7.7737326506078555
RO,Pigs,2012 ,5234.3,12.353780898407795
RO,Sheep,2012 ,8833.8,13.108818454342115
RO,Bovines,2012 ,2009.1,10.97233365854595
RO,DairyCows,2012 ,1162.7,10.183263185132619
RO,Pigs,2013 ,5180.2,12.338792084009837
RO,Sheep,2013 ,9135.6,13.157283768698024
RO,Bovines,2013 ,2022.4,10.98185265328974
RO,DairyCows,2013 ,1168.9,10.19093579650336
RO,Pigs,2014 ,5041.7,12.299694559663603
RO,Sheep,2014 ,9518.2,13.216473053930056
RO,Bovines,2014 ,2068.9,11.014648199076705
RO,DairyCows,2014 ,1188.4,10.214804794948051
RO,Pigs,2015 ,4926.9,12.266464474605632
RO,Sheep,2015 ,9809.5,13.259963887375303
RO,Bovines,2015 ,2092.4,11.030942959790634
RO,DairyCows,2015 ,1190.7,10.217594252833626
RO,Pigs,2016 ,4707.7,12.200806671669197
RO,Sheep,2016 ,9875.5,13.269638078840112
RO,Bovines,2016 ,2049.7,11.001197052839505
RO,DairyCows,2016 ,1192.6,10.219894526536807
RO,Pigs,2017 ,4406.0,12.105253779700883
RO,Sheep,2017 ,9981.8,13.285084282280414
RO,Bovines,2017 ,2011.1,10.973769104702765
RO,DairyCows,2017 ,1175.4,10.19893608810138
RO,Pigs,2018 ,3925.3,11.938587204137093
RO,Sheep,2018 ,10176.4,13.312939663880533
RO,Bovines,2018 ,1977.2,10.949243096252411
RO,DairyCows,2018 ,1158.2,10.177668686602392
RO,Pigs,2019 ,3834.1,11.904672250156068
RO,Sheep,2019 ,10358.7,13.338555338053206
RO,Bovines,2019 ,1923.3,10.909368099214761
RO,DairyCows,2019 ,1138.8,10.153298682854903
RO,Pigs,2020 ,3784.5,11.885886991697456
RO,Sheep,2020 ,10281.5,13.3277631387013
RO,Bovines,2020 ,1875.2,10.872828759534885
RO,DairyCows,2020 ,1121.9,10.131728372432685
RO,Pigs,2021 ,3619.6,11.821614559345853
RO,Sheep,2021 ,10087.4,13.30026675117204
RO,Bovines,2021 ,1826.8,10.835102979490992
RO,DairyCows,2021 ,1081.9,10.079351441709166
RO,Pigs,2022 ,3328.7,11.700743137713056
RO,Sheep,2022 ,10247.4,13.322970290946095
RO,Bovines,2022 ,1833.7,10.840541912736352
RO,DairyCows,2022 ,1075.6,10.070925944985511
RO,Pigs,2023 ,3200.1,11.643901273290327
RO,Sheep,2023 ,10191.6,13.315092940460698
RO,Bovines,2023 ,1816.4,10.826866226536971
RO,DairyCows,2023 ,1066.6,10.058803517795631
RS,Pigs,2012 ,3139.0,11.616089313582115
RS,Sheep,2012 ,1635.0,10.675074920385445
RS,Bovines,2012 ,921.0,9.847057346091336
RS,DairyCows,2012 ,455.0,8.829722735086058
RS,Pigs,2013 ,3144.0,11.618385502258606
RS,Sheep,2013 ,1616.0,10.658211482751796
RS,Bovines,2013 ,913.0,9.834471049984222
RS,DairyCows,2013 ,429.0,8.744833837499545
RS,Pigs,2014 ,3236.0,11.659995892429977
RS,Sheep,2014 ,1748.0,10.7714894695006
RS,Bovines,2014 ,920.0,9.845490050944376
RS,DairyCows,2014 ,437.0,8.7714894695006
RS,Pigs,2015 ,3284.0,11.681238411777805
RS,Sheep,2015 ,1789.0,10.804937672051908
RS,Bovines,2015 ,916.0,9.839203788096944
RS,DairyCows,2015 ,430.0,8.74819284958946
RS,Pigs,2016 ,3021.0,11.56081046872794
RS,Sheep,2016 ,1665.0,10.701306461958625
RS,Bovines,2016 ,893.0,9.802516365121223
RS,DairyCows,2016 ,426.0,8.734709620225837
RS,Pigs,2017 ,2911.0,11.507299124122765
RS,Sheep,2017 ,1704.0,10.734709620225837
RS,Bovines,2017 ,899.0,9.812177305514448
RS,DairyCows,2017 ,429.0,8.744833837499545
RS,Pigs,2018 ,2782.0,11.44190670454224
RS,Sheep,2018 ,1712.0,10.741466986401146
RS,Bovines,2018 ,878.0,9.778077129535358
RS,DairyCows,2018 ,423.0,8.72451385311995
RS,Pigs,2019 ,2903.0,11.503328856626661
RS,Sheep,2019 ,1642.0,10.681238411777805
RS,Bovines,2019 ,898.0,9.810571634741146
RS,DairyCows,2019 ,423.0,8.72451385311995
RS,Pigs,2020 ,2983.0,11.542548262335213
RS,Sheep,2020 ,1685.0,10.71853287606922
RS,Bovines,2020 ,886.0,9.791162888555018
RS,DairyCows,2020 ,417.0,8.703903573444663
RS,Pigs,2021 ,2868.0,11.485829308701904
RS,Sheep,2021 ,1695.0,10.727069558023706
RS,Bovines,2021 ,860.0,9.74819284958946
RS,DairyCows,2021 ,408.0,8.672425341971495
RS,Pigs,2022 ,2666.98,11.380991290649911
RS,Sheep,2022 ,1720.83,10.748888865903641
RS,Bovines,2022 ,799.84,9.6435676219088
RS,DairyCows,2022 ,374.2,8.547665748353422
RS,Pigs,2023 ,2140.99,11.064062341952955
RS,Sheep,2023 ,1716.81,10.745514669240777
RS,Bovines,2023 ,725.41,9.50265282321494
RS,DairyCows,2023 ,336.0,8.39231742277876
SE,Pigs,2012 ,1473.7,10.525227150640164
SE,Sheep,2012 ,610.53,9.253918377350793
SE,Bovines,2012 ,1443.58,10.495435345408946
SE,DairyCows,2012 ,345.53,8.43266716514161
SE,Pigs,2013 ,1480.4,10.531771325412858
SE,Sheep,2013 ,576.77,9.171852316252197
SE,Bovines,2013 ,1443.52,10.495375380944628
SE,DairyCows,2013 ,346.12,8.43512849755131
SE,Pigs,2014 ,1457.9,10.509676050656273
SE,Sheep,2014 ,588.76,9.20153584866641
SE,Bovines,2014 ,1436.49,10.48833223437163
SE,DairyCows,2014 ,344.19,8.427061372103495
SE,Pigs,2015 ,1435.3,10.487136598759749
SE,Sheep,2015 ,594.73,9.216091041274279
SE,Bovines,2015 ,1428.4,10.480184323698703
SE,DairyCows,2015 ,336.8,8.395748328179033
SE,Pigs,2016 ,1436.4,10.488241842777295
SE,Sheep,2016 ,578.17,9.175349942183457
SE,Bovines,2016 ,1436.05,10.487890266062777
SE,DairyCows,2016 ,326.12,8.349259109904454
SE,Pigs,2017 ,1382.3,10.432855041880837
SE,Sheep,2017 ,606.08,9.24336442569366
SE,Bovines,2017 ,1448.59,10.500433605804803
SE,DairyCows,2017 ,323.44,8.33735429849697
SE,Pigs,2018 ,1417.2,10.468827655230951
SE,Sheep,2018 ,366.52,8.51774811422812
SE,Bovines,2018 ,1435.45,10.487287363721052
SE,DairyCows,2018 ,313.05,8.290249290993629
SE,Pigs,2019 ,1481.2,10.532550739284268
SE,Sheep,2019 ,371.23,8.536169492649595
SE,Bovines,2019 ,1404.67,10.456015521668359
SE,DairyCows,2019 ,301.38,8.235439870618261
SE,Pigs,2020 ,1389.3,10.440142447537488
SE,Sheep,2020 ,367.74,8.522542300400815
SE,Bovines,2020 ,1390.96,10.441865217388118
SE,DairyCows,2020 ,304.4,8.249824548616184
SE,Pigs,2021 ,1372.5,10.42259043389256
SE,Sheep,2021 ,348.77,8.446132139543783
SE,Bovines,2021 ,1389.89,10.44075499298196
SE,DairyCows,2021 ,299.6,8.226893813571388
SE,Pigs,2022 ,1416.27,10.467880614015616
SE,Sheep,2022 ,340.84,8.412950845805883
SE,Bovines,2022 ,1390.55,10.44143990525834
SE,DairyCows,2022 ,297.67,8.217570019909173
SE,Pigs,2023 ,1326.44,10.373343703040469
SE,Sheep,2023 ,338.55,8.40322510902563
SE,Bovines,2023 ,1369.0,10.4189067312579
SE,DairyCows,2023 ,289.0,8.174925682500678
SI,Pigs,2012 ,296.1,8.209940680290192
SI,Bovines,2012 ,460.06,8.845678216287018
SI,DairyCows,2012 ,111.02,6.794675787986858
SI,Pigs,2013 ,288.35,8.171677212169758
SI,Bovines,2013 ,460.58,8.84730795538382
SI,DairyCows,2013 ,109.57,6.775709035739387
SI,Pigs,2014 ,281.68,8.137913322088407
SI,Bovines,2014 ,468.25,8.871135184243045
SI,DairyCows,2014 ,107.84,6.7527485914071335
SI,Pigs,2015 ,271.39,8.08422375203406
SI,Sheep,2015 ,109.41,6.773600795282544
SI,Bovines,2015 ,484.19,8.919429473367279
SI,DairyCows,2015 ,112.84,6.818134760810847
SI,Pigs,2016 ,265.74,8.053871592831747
SI,Bovines,2016 ,488.6,8.932510053379895
SI,DairyCows,2016 ,107.84,6.7527485914071335
SI,Pigs,2017 ,257.24,8.006971184364042
SI,Bovines,2017 ,479.61,8.905717929427622
SI,DairyCows,2017 ,108.83,6.76593249347046
SI,Pigs,2018 ,259.13,8.017532238661216
SI,Bovines,2018 ,476.81,8.897270683123292
SI,DairyCows,2018 ,102.71,6.6824328412270475
SI,Pigs,2019 ,240.14,7.907731922352586
SI,Sheep,2019 ,110.26,6.784765696316387
SI,Bovines,2019 ,483.07,8.91608844992387
SI,DairyCows,2019 ,100.84,6.655924213083815
SI,Pigs,2020 ,229.48,7.842224612877244
SI,Bovines,2020 ,485.61,8.923654320597857
SI,DairyCows,2020 ,99.21,6.632413641137546
SI,Pigs,2021 ,215.71,7.752949249054722
SI,Bovines,2021 ,482.62,8.914743892528865
SI,DairyCows,2021 ,100.92,6.6570683012015754
SI,Pigs,2022 ,202.15,7.659282393384332
SI,Sheep,2022 ,117.2,6.872828759534886
SI,Bovines,2022 ,464.91,8.860807647671287
SI,DairyCows,2022 ,93.25,6.543031820255238
SI,Pigs,2023 ,196.14,7.615739972713698
SI,Bovines,2023 ,456.05,8.833048195738376
SI,DairyCows,2023 ,94.69,6.565140168815646
SK,Pigs,2012 ,631.44,9.30250184411232
SK,Sheep,2012 ,409.57,8.677966235102149
SK,Bovines,2012 ,471.08,8.879828272548306
SK,DairyCows,2012 ,149.79,7.226797502276524
SK,Pigs,2013 ,637.17,9.31553453154361
SK,Sheep,2013 ,399.91,8.643531546866829
SK,Bovines,2013 ,467.82,8.869809730139789
SK,DairyCows,2013 ,144.88,7.178714641175443
SK,Pigs,2014 ,641.83,9.326047414482803
SK,Sheep,2014 ,391.15,8.61157815474208
SK,Bovines,2014 ,465.54,8.862761321731485
SK,DairyCows,2014 ,143.08,7.160678213220501
SK,Pigs,2015 ,633.11,9.306312372946989
SK,Sheep,2015 ,381.39,8.575123206630575
SK,Bovines,2015 ,457.46,8.83750179038555
SK,DairyCows,2015 ,139.26,7.121637118290914
SK,Pigs,2016 ,585.84,9.194362890727586
SK,Sheep,2016 ,368.9,8.527085978807456
SK,Bovines,2016 ,446.11,8.801255677695023
SK,DairyCows,2016 ,132.61,7.0510457616538345
SK,Pigs,2017 ,614.38,9.262987442340215
SK,Sheep,2017 ,365.34,8.513095908551009
SK,Bovines,2017 ,439.83,8.78080220091426
SK,DairyCows,2017 ,129.86,7.020813304252452
SK,Pigs,2018 ,627.02,9.29236765104867
SK,Sheep,2018 ,351.12,8.455820365084918
SK,Bovines,2018 ,438.86,8.777616971178817
SK,DairyCows,2018 ,127.87,6.9985340182791775
SK,Pigs,2019 ,589.23,9.202687075256106
SK,Sheep,2019 ,320.56,8.324450604656073
SK,Bovines,2019 ,432.25,8.755722153642282
SK,DairyCows,2019 ,125.85,6.975561406273617
SK,Pigs,2020 ,538.31,9.072293415831318
SK,Bovines,2020 ,442.29,8.788848813622186
SK,DairyCows,2020 ,122.05,6.9313284848937915
SK,Pigs,2021 ,453.08,8.823621998132873
SK,Bovines,2021 ,434.09,8.761850377819142
SK,DairyCows,2021 ,120.07,6.907731922352586
SK,Pigs,2022 ,380.9,8.573268477675978
SK,Sheep,2022 ,301.13,8.234242633125369
SK,Bovines,2022 ,433.18,8.758822824764126
SK,DairyCows,2022 ,116.91,6.869254527115468
SK,Pigs,2023 ,403.04,8.654779216959517
SK,Bovines,2023 ,427.36,8.739308070860385
SK,DairyCows,2023 ,114.31,6.836807807844575
TR,Sheep,2012 ,27425.23,14.743216099301637
TR,Bovines,2012 ,14022.35,13.775440529842202
TR,DairyCows,2012 ,5385.54,12.39487529354734
TR,Sheep,2013 ,29284.25,14.837837325554455
TR,Bovines,2013 ,14532.85,13.827030033495742
TR,DairyCows,2013 ,5563.14,12.441683697060059
TR,Sheep,2014 ,31115.19,14.925331435391348
TR,Bovines,2014 ,14244.67,13.798134579317347
TR,DairyCows,2014 ,5529.97,12.433055938545465
TR,Sheep,2015 ,31507.93,14.94342735520507
TR,Bovines,2015 ,14127.84,13.786253288993764
TR,DairyCows,2015 ,5509.36,12.427669021162052
TR,Sheep,2016 ,30983.93,14.919232526643924
TR,Bovines,2016 ,14222.23,13.79586007219341
TR,DairyCows,2016 ,5406.52,12.400484561858937
TR,Sheep,2017 ,33677.64,15.039503422954056
TR,Bovines,2017 ,16105.03,13.975223727684702
TR,DairyCows,2017 ,5938.15,12.535797821490004
TR,Sheep,2018 ,35194.97,15.103081635838384
TR,Bovines,2018 ,17220.9,14.071872922493672
TR,DairyCows,2018 ,6311.5,12.623767203560284
TR,Sheep,2019 ,37276.05,15.185961370782719
TR,Bovines,2019 ,17872.33,14.12544010907822
TR,DairyCows,2019 ,5911.45,12.529296332362652
TR,Sheep,2020 ,42126.78,15.362450025913231
TR,Bovines,2020 ,18157.97,14.148315302738041
TR,DairyCows,2020 ,6017.29,12.554898173003705
TR,Sheep,2021 ,45177.69,15.463322885102404
TR,Bovines,2021 ,18036.12,14.138601393374989
TR,DairyCows,2021 ,6111.49,12.577308441064224
TR,Pigs,2022 ,1.65,0.722466024471091
TR,Sheep,2022 ,44687.89,15.447596307065982
TR,Bovines,2022 ,17023.79,14.055264638988783
TR,DairyCows,2022 ,5667.25,12.468433130272555
TR,Pigs,2023 ,1.67,0.7398481026993274
TR,Sheep,2023 ,42060.47,15.360177350942982
TR,Bovines,2023 ,16583.01,14.01741827528192
TR,DairyCows,2023 ,5549.15,12.438051085908706
UK,Pigs,2012 ,4216.0,12.041659151637214
UK,Sheep,2012 ,22991.0,14.488781597396112
UK,Bovines,2012 ,9749.0,13.251038527213534
UK,DairyCows,2012 ,1786.0,10.802516365121223
UK,Pigs,2013 ,4383.0,12.097702963524654
UK,Sheep,2013 ,22027.0,14.426985397972526
UK,Bovines,2013 ,9682.0,13.241089378860856
UK,DairyCows,2013 ,1817.0,10.827342704234116
UK,Pigs,2014 ,4510.0,12.138911718142744
UK,Sheep,2014 ,22687.0,14.469578227375445
UK,Bovines,2014 ,9693.0,13.24272753598652
UK,DairyCows,2014 ,1883.0,10.878817284614229
UK,Pigs,2015 ,4422.0,12.110483309816226
UK,Sheep,2015 ,23103.0,14.49579258201773
UK,Bovines,2015 ,9816.0,13.260919533662905
UK,DairyCows,2015 ,1918.0,10.905387005018131
UK,Pigs,2016 ,4538.0,12.147840893672337
UK,Sheep,2016 ,23671.0,14.530833034695343
UK,Bovines,2016 ,9806.0,13.259449046285685
UK,DairyCows,2016 ,1898.0,10.89026427702111
UK,Pigs,2017 ,4713.0,12.202429966015352
UK,Sheep,2017 ,23239.0,14.5042603688564
UK,Bovines,2017 ,9787.0,13.25665098428709
UK,DairyCows,2017 ,1904.0,10.894817763307943
UK,Pigs,2018 ,4648.0,12.18239435340453
UK,Sheep,2018 ,22283.0,14.443655857907856
UK,Bovines,2018 ,9610.0,13.230320715661113
UK,DairyCows,2018 ,1879.0,10.875749351420055
UK,Pigs,2019 ,4741.0,12.210975677726395
UK,Sheep,2019 ,22756.0,14.47395936569476
UK,Bovines,2019 ,9459.0,13.207471955404491
UK,DairyCows,2019 ,1867.0,10.866506212226202
XK,Bovines,2014 ,261.69,8.031714985287707
XK,DairyCows,2014 ,134.56,7.072105800480419
XK,Pigs,2015 ,44.15,5.464341532761104
XK,Sheep,2015 ,193.7,7.597680143715891
XK,Bovines,2015 ,258.5,8.014020470314934
XK,DairyCows,2015 ,135.8,7.08533966935737
XK,Pigs,2016 ,42.31,5.402926780581626
XK,Sheep,2016 ,184.26,7.525599107922306
XK,Bovines,2016 ,264.97,8.049685216238219
XK,DairyCows,2016 ,136.78,7.095713484251265
XK,Pigs,2017 ,41.09,5.360715425392931
XK,Sheep,2017 ,182.28,7.510012465448515
XK,Bovines,2017 ,259.73,8.02086885127492
XK,DairyCows,2017 ,132.97,7.0549569788601385
XK,Pigs,2018 ,40.16,5.327687364176048
XK,Sheep,2018 ,181.11,7.500722396759156
XK,Bovines,2018 ,259.73,8.02086885127492
XK,DairyCows,2018 ,132.97,7.0549569788601385
XK,Pigs,2019 ,40.53,5.340918270272116
XK,Sheep,2019 ,189.1,7.563005553062399
XK,Bovines,2019 ,257.73,8.009716667725709
XK,DairyCows,2019 ,131.94,7.0437381998014
XK,Pigs,2020 ,45.39,5.5043025831631684
XK,Sheep,2020 ,212.13,7.7288048549177555
XK,Bovines,2020 ,261.39,8.03006013876434
XK,DairyCows,2020 ,133.92,7.065227622775619
XK,Pigs,2021 ,47.38,5.566206293465506
XK,Sheep,2021 ,211.35,7.72349030214343
XK,Bovines,2021 ,260.53,8.025305698014549
XK,DairyCows,2021 ,132.08,7.045268215138534
XK,Pigs,2022 ,45.42,5.505255800932163
XK,Sheep,2022 ,204.11,7.6732030561090605
XK,Bovines,2022 ,250.9,7.970968660521811
XK,DairyCows,2022 ,130.49,7.027795440989855
